Answer,Person,Specific Type,General Type
greenback_party,0,Political party,"government,political party"
luxembourg,0,Country,"location,country"
the_misanthrope,0,,
thomson_scattering,0,,
karl_barth,1,Theologian,
emilio_aguinaldo,1,Politician,"government,politician"
hudson_river,0,River,"geography,river"
afrikaans,0,,
swan_lake,0,Ballet,
arthashastra,0,Treatise,
scanning_electron_microscope,0,,
free-electron_laser,0,,
brittany,0,Administrative Division,"location,administrative division"
hypothalamus,0,Brain Structure,"medicine,brain"
michael_(archangel),0,Film character,"film,film character"
binary_pulsar,0,Celestial object category,"astronomy,celestial object category"
flocculation,0,,
jane_jacobs,1,Urban planner,
the_carracci,0,,
penelope,0,Film character,"film,film character"
the_great_gatsby_(2013_film),0,,
cnidaria,0,Biological Phylum,
corsica,0,French Region,"location,fr region"
thomas_jefferson,1,US President,"government,us president"
orlando_furioso,1,Musician,
geography_of_azerbaijan,0,,
la_sonnambula,0,Opera,"opera,opera"
guillaume_de_machaut,1,Composer,"music,composer"
girolamo_savonarola,1,Author,"book,author"
hansel_and_gretel_(opera),0,Opera,"opera,opera"
santiago_calatrava,1,Architect,"architecture,architect"
hermann_emil_fischer,1,Chemist,
edmund_spenser,1,Author,"book,author"
james_clerk_maxwell,1,Physicist,
eniac,1,Record Producer,"music,producer"
theodor_w._adorno,1,Philosopher,
circadian_rhythm,0,,
the_planets,0,Composition,"music,composition"
hart_crane,1,Poet,
metastasis,0,Disease or medical condition,"medicine,disease"
minneapolis,0,City/Town/Village,"location,citytown"
lichen,0,Literature Subject,"book,book subject"
helicase,0,Protein,"biology,protein"
the_house_of_the_seven_gables,0,Gothic Fiction Book,
yellow_fever,0,Disease or medical condition,"medicine,disease"
francis_xavier,1,Organization founder,"organization,organization founder"
martin_van_buren,1,US President,"government,us president"
lethe,0,Deity,"religion,deity"
bilirubin,0,Chemical Compound,"chemistry,chemical compound"
octavio_paz,1,Diplomat,
okavango_river,0,River,"geography,river"
snell's_law,0,,
newgrange,0,World Heritage Site,
babylon,0,Country,"location,country"
artemisia_gentileschi,1,Painting Artist,
superconductivity,0,Field of study,"education,field of study"
tebbe's_reagent,0,Chemical Compound,"chemistry,chemical compound"
johann_sebastian_bach,1,Composer,"music,composer"
duino_elegies,0,Book,"book,book"
falstaff,0,Opera,"opera,opera"
dante_gabriel_rossetti,1,Painting Artist,
angiogenesis,0,Literature Subject,"book,book subject"
giacomo_puccini,1,Opera Artist,
assassins,0,,
wozzeck,0,Opera,"opera,opera"
phillips_curve,0,,
a._a._milne,1,Novelist,
riemann_sphere,0,,
desert_pavement,0,Location,"location,location"
major_barbara,0,Book,"book,book"
calvin_coolidge,1,US President,"government,us president"
temporal_lobe,0,Brain Structure,"medicine,brain"
the_ambassadors_(holbein),0,Portrait Artwork,
the_master_builder,0,,
giotto,1,Painting Artist,
conspicuous_consumption,0,Literature Subject,"book,book subject"
gilbert_n._lewis,1,Chemist,
jerome,1,Religious Leader,"religion,religious leader"
magna_carta,0,Literature Subject,"book,book subject"
carpal_tunnel_syndrome,0,Disease or medical condition,"medicine,disease"
aaron,1,Prophet,
the_scapegoat_(painting),0,Pre-Raphaelite Artwork,
sons_of_liberty,0,Organization,"organization,organization"
geography_of_madagascar,0,,
esther,1,Art Subject,"visual art,art subject"
fallopian_tube,0,Anatomical structure,"medicine,anatomical structure"
heme,0,Chemical Compound,"chemistry,chemical compound"
arthur_laffer,1,Economist,
hemp,0,Fiber,"fashion,fiber"
frank_gehry,1,Architect,"architecture,architect"
high-performance_liquid_chromatography,0,,
hmong_people,0,Ethnicity,"people,ethnicity"
great_attractor,0,,
telomerase_reverse_transcriptase,0,,
orphism_(art),0,,
olfactory_nerve,0,Cranial nerve,"medicine,cranial nerve"
vulcanoid_asteroid,0,Asteroid Group,"astronomy,asteroid group"
radial_distribution_function,0,,
marc_chagall,1,Painting Artist,
shahada,0,Religious Practice,"religion,religious practice"
gametophyte,0,,
lucas_critique,0,,
carpathian_mountains,0,Mountain range,"geography,mountain range"
fugue,0,Composition type,"music,compositional form"
leda_and_the_swan,0,Art Subject,"visual art,art subject"
dharma_initiative,0,Organization in fiction,"fictional universe,fictional organization"
ising_model,0,,
the_threepenny_opera,0,Play,"theater,play"
st._louis,0,City/Town/Village,"location,citytown"
haemophilia,0,Disease or medical condition,"medicine,disease"
venus_flytrap,0,Biological Species,
who's_afraid_of_virginia_woolf?,0,Play,"theater,play"
florence,0,Italian comune,"location,it comune"
geoffrey_chaucer,1,Philosopher,
sisyphus,1,Musical Artist,"music,artist"
cantata,0,Composition type,"music,compositional form"
c._wright_mills,1,Sociologist,
charles_i_of_england,1,Monarch,"royalty,monarch"
minos,0,Person Or Being In Fiction,"fictional universe,person in fiction"
thomas_reid,1,Philosopher,
oboe,0,Woodwind Instrument,
recombination_(cosmology),0,,
spin_quantum_number,0,,
paradise_lost,1,Film actor,"film,actor"
the_iceman_cometh,0,,
the_great_transformation_(book),0,Book,"book,book"
pelops,0,,
sedna_(mythology),0,Deity,"religion,deity"
icosahedron,0,,
herbie_hancock,1,Jazz fusion Artist,
methodism,0,Religion,"religion,religion"
logo_(programming_language),0,,
corfu,0,Geographical Feature,"geography,geographical feature"
raphael_(archangel),1,,
staphylococcus_aureus,0,,
albert_schweitzer,1,Philosopher,
johannesburg,0,City/Town/Village,"location,citytown"
vajra,0,,
the_house_of_mirth,0,Novel,
alkaline_earth_metal,0,Chemical Series,"chemistry,chemical series"
the_alchemist_(play),0,Play,"theater,play"
wilhelm_wundt,1,Psychologist,
e._e._cummings,1,Dramatist,
cadmium,0,,
deep_inelastic_scattering,0,,
charles-valentin_alkan,1,Composer,"music,composer"
the_mind_of_primitive_man,0,Book,"book,book"
sea_urchin,0,Biological Class,
michael_j._s._dewar,0,,
giuseppe_verdi,1,Composer,"music,composer"
gospel_of_mark,0,Religious Text,"religion,religious text"
lady_windermere's_fan,0,Play,"theater,play"
dna_barcoding,0,,
quantum_chromodynamics,0,Field of study,"education,field of study"
j._r._r._tolkien,1,Writer,
arthur_sullivan,0,,
milton_friedman,1,Economist,
pedro_alvares_cabral,0,,
samuel_von_pufendorf,1,Philosopher,
jordan_river,1,Person,"people,person"
jean_genet,1,Novelist,
horse_sacrifice,0,,
book_of_deuteronomy,0,Book,"book,book"
gram-negative_bacteria,0,Organism Classification,"biology,organism classification"
hilary_putnam,1,Philosopher,
abacus,0,Invention,"law,invention"
the_house_of_the_spirits,0,Drama Film,
king_james_version,0,Religious Text,"religion,religious text"
mephisto_waltzes,0,Composition,"music,composition"
maltose,0,Chemical Compound,"chemistry,chemical compound"
middlemarch,0,,
tennessee_williams,1,Dramatist,
the_brothers_karamazov,0,Novel,
nicotine,0,Drug,"medicine,drug"
isothermal_process,0,,
perpetual_peace,0,,
"yvain,_the_knight_of_the_lion",0,Book,"book,book"
stagflation,0,,
margaret_sanger,1,Nurse,
alcohol,0,,
stream_of_consciousness_(narrative_mode),0,,
ayn_rand,1,Novelist,
tallinn,0,City/Town/Village,"location,citytown"
cytotoxic_t_cell,0,,
battle_of_antietam,0,Military Conflict,"military,military conflict"
einstein_on_the_beach,0,Opera,"opera,opera"
carl_jung,1,Philosopher,
hans_holbein_the_younger,1,Painting Artist,
prejudice,0,Quotation Subject,"media common,quotation subject"
frigg,0,Deity,"religion,deity"
van_allen_radiation_belt,0,,
base_(chemistry),0,Chemical Classification,"chemistry,chemical classification"
continental_drift,0,Literature Subject,"book,book subject"
marquesas_islands,0,Administrative Division,"location,administrative division"
tlaloc,0,Deity,"religion,deity"
double_bass,0,Musical instrument,"music,instrument"
social_darwinism,0,Literature Subject,"book,book subject"
potential_flow,0,,
temperature,0,Dimension,"measurement unit,dimension"
gamelan,0,Xylophone Instrument,
moab,1,Man,
esau,1,Man,
folic_acid,0,Nutrient,"food,nutrient"
revolver_(beatles_album),0,,
verdun,0,,
ecuador,0,Country,"location,country"
physiocracy,0,,
canossa,0,,
adonis,0,Deity,"religion,deity"
everglades,0,Geographical Feature,"geography,geographical feature"
jack_kerouac,1,Novelist,
giovanni_schiaparelli,1,Astronomer,"astronomy,astronomer"
pi_backbonding,0,,
lake_titicaca,0,Lake,"geography,lake"
dalai_lama,0,,
phagocyte,0,Anatomical structure,"medicine,anatomical structure"
mesoderm,0,Anatomical structure,"medicine,anatomical structure"
young_british_artists,0,Art Period/Movement,"visual art,art period movement"
freakonomics,0,,
the_merchant_of_venice,0,Play,"theater,play"
smallpox,0,Disease or medical condition,"medicine,disease"
ralph_ellison,1,Novelist,
the_agnew_clinic,0,Realist Artwork,
catch-22,0,,
james_monroe,1,US President,"government,us president"
kenzaburo_oe,0,,
charles_lamb,1,Author,"book,author"
lamb_shift,0,,
fresco,0,Visual Art Form,"visual art,visual art form"
yukon_river,0,River,"geography,river"
soliton,1,Musical Artist,"music,artist"
polyethylene,0,Chemical Compound,"chemistry,chemical compound"
kangchenjunga,0,Mountain,"geography,mountain"
artemis,0,Deity,"religion,deity"
radio_telescope,0,Telescope type,"astronomy,telescope type"
amerigo_vespucci,1,Navigator,
amphibian,0,Biological Class,
chola_dynasty,0,Royal line,"royalty,royal line"
claudius,1,Roman Emperor,
ben_shahn,1,Painting Artist,
kosovo,0,Country,"location,country"
louis_de_broglie,1,Physicist,
great_northern_war,0,Military Conflict,"military,military conflict"
moses,1,Prophet,
michael_faraday,1,Physicist,
hiv,0,Biological Species,
nikolai_gogol,1,Novelist,
cd4,0,,
fidel_castro,1,Military Commander,"military,military commander"
war_and_peace,0,Historical Novel,
compiler,1,Musical Artist,"music,artist"
sierra_leone,0,Country,"location,country"
huntington's_disease,0,Disease or medical condition,"medicine,disease"
xyz_affair,0,,
barr_body,0,,
raman_spectroscopy,0,,
the_comedy_of_errors,0,Play,"theater,play"
lord_of_the_flies,0,Young Adult Book,
upton_sinclair,0,,
a_theory_of_justice,0,,
the_death_of_general_wolfe,0,History Painting,
alcubierre_drive,0,,
gertrude_stein,1,Writer,
orisha,0,Deity,"religion,deity"
heinrich_schliemann,1,Archeologist,
vedanta,0,Belief,"religion,belief"
yukio_mishima,1,Novelist,
trinucleotide_repeat_disorder,0,Disease or medical condition,"medicine,disease"
haile_selassie,1,Monarch,"royalty,monarch"
against_the_sophists,0,,
attention,0,,
inertia,1,Musical Artist,"music,artist"
claisen_rearrangement,0,,
habeas_corpus,0,,
constructivism_(art),0,Art Period/Movement,"visual art,art period movement"
g_protein-coupled_receptor,0,,
amesha_spenta,0,,
nicomachean_ethics,0,Book,"book,book"
"annunciation_(van_eyck,_washington)",0,,
emmanuel_levinas,1,Philosopher,
tiamat,0,Deity,"religion,deity"
wallace_stevens,1,Poet,
java,0,Programming Language,"computer,programming language"
the_trial,0,Absurdist Fiction Book,
androstenedione,0,Hormone,"medicine,hormone"
william_holman_hunt,1,Visual Artist,"visual art,visual artist"
kinetic_theory,0,,
ernst_gombrich,1,Author,"book,author"
maser,0,Invention,"law,invention"
algeria,0,Country,"location,country"
john_tyler,1,US President,"government,us president"
vienna_circle,0,,
demand,0,,
olympus_mons,0,Extraterrestrial location,"astronomy,extraterrestrial location"
gilbert_ryle,1,Philosopher,
shamash,0,Deity,"religion,deity"
george_herbert_mead,1,Philosopher,
vlasov_equation,0,,
douro,0,River,"geography,river"
classical_conditioning,0,Literature Subject,"book,book subject"
styx,1,Hard rock Artist,
zeeman_effect,0,,
mach_number,0,,
austrian_school,0,,
egon_schiele,1,Painting Artist,
"the_general_theory_of_employment,_interest_and_money",0,Economics Book,
war_of_the_pacific,0,,
robert_andrews_millikan,1,Physicist,
boltzmann_equation,0,,
monticello,0,House,"architecture,house"
benjamin_henry_latrobe,1,Architect,"architecture,architect"
saccharomyces_cerevisiae,0,Biological Species,
avicenna,1,Philosopher,
nullarbor_plain,0,Geographical Feature,"geography,geographical feature"
lohengrin_(opera),0,,
lake_victoria,0,Lake,"geography,lake"
francisco_vasquez_de_coronado,0,,
don_delillo,1,Novelist,
pollen,0,Disease cause,"medicine,disease cause"
a_good_man_is_hard_to_find_(short_story),0,,
endoplasmic_reticulum,0,Cellular component,
glueball,0,,
symphony_no._3_(mahler),0,,
saul_kripke,1,Philosopher,
omphale,0,Deity,"religion,deity"
moses_mendelssohn,1,Philosopher,
sufism,0,Religion,"religion,religion"
alpha_helix,0,,
hiroshima_mon_amour,0,Romance Film,
the_snow_maiden,0,,
gunter_grass,0,,
intentionality,0,,
cosmological_constant,0,,
geography_of_tanzania,0,,
josiah_willard_gibbs,0,,
clitic,0,,
lake_ontario,0,Lake,"geography,lake"
jun'ichiro_tanizaki,0,,
jane_eyre_(character),0,Book Character,"book,book character"
the_pilgrim's_progress,0,Speculative Fiction Book,
hecuba,0,Theater Character,"theater,theater character"
percy_bysshe_shelley,1,Poet,
john_field_(composer),1,Composer,"music,composer"
nairobi,0,City/Town/Village,"location,citytown"
isaac_bashevis_singer,1,Novelist,
amniocentesis,0,Diagnostic Test,"medicine,diagnostic test"
snake_handling,0,Literature Subject,"book,book subject"
pascal's_wager,0,,
charles_stewart_parnell,1,Politician,"government,politician"
stockholm_syndrome,0,,
phenolphthalein,0,Chemical Compound,"chemistry,chemical compound"
henri_bergson,1,Philosopher,
jonathan_swift,1,Novelist,
symphony_no._4_(mahler),0,Symphony,
osmium,0,Chemical Element,"chemistry,chemical element"
atlantic_charter,0,,
boltzmann_constant,0,,
il_trovatore,0,Opera,"opera,opera"
mount_shasta,0,Mountain,"geography,mountain"
benedict_arnold,1,Military Commander,"military,military commander"
glaucoma,0,Disease or medical condition,"medicine,disease"
western_sahara,0,Country,"location,country"
lambda_calculus,0,Programming Language,"computer,programming language"
gujarat,0,Indian state,"location,in state"
popol_vuh,0,Deity,"religion,deity"
umberto_eco,1,Novelist,
mitosis,0,,
herbert_hoover,1,US President,"government,us president"
laws_of_thermodynamics,0,,
madagascar,0,Country,"location,country"
gamal_abdel_nasser,1,Military Commander,"military,military commander"
j._m._w._turner,1,Painting Artist,
capacitance,0,Dimension,"measurement unit,dimension"
john_steinbeck,1,Novelist,
albumin,0,,
vienna,0,City/Town/Village,"location,citytown"
ferdinand_de_saussure,1,Author,"book,author"
beriberi,0,Disease or medical condition,"medicine,disease"
potassium,0,Chemical Element,
thomas_pynchon,1,Novelist,
santeria,1,Musical Artist,"music,artist"
passover_seder,0,Religious Practice,"religion,religious practice"
matthew_arnold,1,Author,"book,author"
price_equation,0,,
penguin,0,,
francium,0,Chemical Element,"chemistry,chemical element"
point_reyes,0,Cape,
lennard-jones_potential,0,,
guyana,0,Country,"location,country"
plotinus,1,Philosopher,
trobriand_islands,0,Island Group,"geography,island group"
peter_grimes,0,Opera,"opera,opera"
rna_polymerase,0,Chemical Compound,"chemistry,chemical compound"
richard_rogers,1,Architect,"architecture,architect"
epstein-barr_virus,0,,
alfred_l._kroeber,1,Anthropologist,
econometrics,0,Field of study,"education,field of study"
rosencrantz_and_guildenstern_are_dead,0,Play,"theater,play"
aaa_proteins,0,,
battle_of_the_bulge,0,Military Conflict,"military,military conflict"
queequeg,0,,
medina,1,Rhythm and blues Artist,
silas_marner,0,Novel,
fluorescence,0,,
guru_nanak,1,Founding Figure,"religion,founding figure"
thomas_nagel,1,Philosopher,
thomas_robert_malthus,1,Economist,
bonus_army,0,,
zebulon_pike,1,Explorer,
karma,0,Belief,"religion,belief"
the_protestant_ethic_and_the_spirit_of_capitalism,0,Sociology Book,
the_red_badge_of_courage,0,Fiction Book,
un_chien_andalou,0,,
lysosome,0,Anatomical structure,"medicine,anatomical structure"
book_of_jeremiah,0,Religious Text,"religion,religious text"
torii,0,,
kurtosis,0,,
shanghai,0,City/Town/Village,"location,citytown"
theo_van_doesburg,1,Painting Artist,
hinduism,0,Religion,"religion,religion"
battle_of_ayacucho,0,Military Conflict,"military,military conflict"
athanasius_of_alexandria,1,Religious Leader,"religion,religious leader"
surfactant,0,Drug class,"medicine,drug class"
augustus_saint-gaudens,1,Sculpture Artist,
death_in_venice,0,Drama Film,
glutamic_acid,0,Amino Acid,"biology,amino acid"
systemic_lupus_erythematosus,0,Disease or medical condition,"medicine,disease"
artery,0,,
gnosticism,0,,
dover_beach,0,Poem,"book,poem"
materialism,0,Religion,"religion,religion"
kaddish,0,Prayer,"religion,prayer"
death_and_the_maiden_(film),0,Political thriller Film,
christian_science,0,,
