link,allcount,intext,QANTA,IR_Wiki,train,test
high-performance_liquid_chromatography,66,0,0,66,66,0
thermidorian_reaction,2,2,0,0,2,0
bram_stoker,1,1,0,0,0,1
great_attractor,1,0,0,1,1,0
telomerase_reverse_transcriptase,25,0,0,25,23,2
orphism_(art),2,0,0,2,2,0
olfactory_nerve,9,0,0,9,8,1
scottsboro_boys,1,1,0,0,0,1
vulcanoid_asteroid,5,0,0,5,5,0
radial_distribution_function,27,0,0,27,27,0
mein_kampf,1,1,0,0,1,0
marc_chagall,19,0,0,19,18,1
shahada,2,0,0,2,2,0
gametophyte,3,0,0,3,3,0
lucas_critique,1,0,0,1,1,0
carpathian_mountains,3,0,0,3,3,0
fugue,4,0,0,4,4,0
leda_and_the_swan,11,0,0,11,10,1
dharma_initiative,12,0,0,12,11,1
pope_alexander_vii,4,4,0,0,4,0
ising_model,280,0,0,280,273,7
s_army,2,0,2,0,0,2
the_threepenny_opera,4,1,0,3,4,0
st._louis,8,0,0,8,8,0
haemophilia,11,0,0,11,11,0
venus_flytrap,14,0,0,14,14,0
who's_afraid_of_virginia_woolf?,260,0,92,168,260,0
barr_virus,3,0,3,0,0,3
florence,5,0,0,5,5,0
geoffrey_chaucer,249,3,151,95,237,12
sisyphus,166,0,131,35,166,0
cantata,1,0,0,1,1,0
c._wright_mills,79,0,47,32,79,0
charles_i_of_england,25,0,0,25,23,2
minos,342,0,173,169,342,0
thomas_reid,21,0,0,21,19,2
oboe,6,0,0,6,6,0
recombination_(cosmology),4,0,0,4,4,0
spin_quantum_number,31,0,0,31,28,3
paradise_lost,230,3,125,102,219,11
tartuffe_(mechem),62,0,34,28,62,0
the_great_transformation_(book),5,0,0,5,5,0
john_a,4,0,1,3,0,4
john_b,3,0,2,1,0,3
john_c,10,2,4,4,2,8
sedna_(mythology),7,0,0,7,7,0
icosahedron,11,0,0,11,11,0
horace_walpole,2,2,0,0,2,0
john_j,2,2,0,0,2,0
herbie_hancock,4,0,0,4,3,1
john_t,1,0,0,1,0,1
methodism,36,0,0,36,36,0
john_w,3,3,0,0,3,0
logo_(programming_language),4,0,0,4,4,0
corfu,35,0,0,35,35,0
raphael_(archangel),4,0,0,4,4,0
staphylococcus_aureus,33,0,0,33,31,2
albert_schweitzer,29,0,0,29,27,2
johannesburg,17,0,0,17,17,0
vajra,33,0,0,33,33,0
the_house_of_mirth,201,0,162,39,195,6
alkaline_earth_metal,24,0,0,24,21,3
the_alchemist_(play),108,0,42,66,108,0
wilhelm_wundt,144,0,131,13,137,7
cadmium,30,0,0,30,30,0
deep_inelastic_scattering,4,0,0,4,4,0
fenrir,74,0,0,74,74,0
tender_is_the_night,2,2,0,0,2,0
the_mind_of_primitive_man,8,0,0,8,7,1
sea_urchin,55,0,0,55,53,2
michael_j._s._dewar,1,0,0,1,1,0
giuseppe_verdi,6,0,0,6,6,0
gospel_of_mark,19,0,0,19,17,2
lady_windermere's_fan,236,0,145,91,236,0
dna_barcoding,3,0,0,3,3,0
quantum_chromodynamics,94,0,0,94,89,5
the_theory_of_communicative_action,20,0,0,20,19,1
arthur_sullivan,23,0,0,23,21,2
milton_friedman,166,6,67,93,158,8
pedro_alvares_cabral,186,0,47,139,181,5
pope_gregory_viiis,3,3,0,0,3,0
louis_kahn,7,0,0,7,7,0
jordan_river,1,0,0,1,1,0
jean_genet,222,0,126,96,210,12
horse_sacrifice,1,0,0,1,1,0
louis_daguerre,1,0,0,1,1,0
gram-negative_bacteria,10,0,0,10,10,0
hilary_putnam,79,0,0,79,77,2
abacus,3,0,0,3,3,0
cleomenes_i,13,13,0,0,13,0
the_house_of_the_spirits,310,0,169,141,300,10
edict_of_restitution,5,5,0,0,5,0
king_james_version,22,0,0,22,22,0
mephisto_waltzes,3,0,0,3,3,0
maltose,7,0,0,7,7,0
middlemarch,243,0,87,156,243,0
tennessee_williams,357,2,185,170,346,11
the_brothers_karamazov,440,0,170,270,426,14
nicotine,107,0,0,107,107,0
isothermal_process,7,0,0,7,6,1
"yvain,_the_knight_of_the_lion",6,0,0,6,6,0
stagflation,46,0,0,46,46,0
palazzo_pitti,4,0,0,4,4,0
margaret_sanger,91,0,40,51,90,1
open_door_policy,1,1,0,0,1,0
alcohol,166,0,84,82,166,0
stream_of_consciousness_(narrative_mode),8,0,0,8,8,0
ayn_rand,90,0,0,90,73,17
tallinn,3,0,0,3,3,0
cytotoxic_t_cell,16,0,0,16,16,0
of_mice_and_men,3,3,0,0,3,0
the_flying_dutchman_,1,0,0,1,0,1
battle_of_antietam,196,0,91,105,187,9
einstein_on_the_beach,2,0,0,2,2,0
biblical_person,2,0,0,2,0,2
carl_jung,68,0,0,68,66,2
rights_of_man,4,4,0,0,4,0
hans_holbein_the_younger,17,0,0,17,17,0
prejudice,51,0,0,51,51,0
frigg,81,0,0,81,81,0
van_allen_radiation_belt,8,0,0,8,8,0
base_(chemistry),6,0,0,6,6,0
continental_drift,2,0,0,2,1,1
north_sea,17,2,0,15,17,0
tlaloc,291,0,209,82,291,0
double_bass,13,0,0,13,13,0
john_millington_synge,1,1,0,0,1,0
social_darwinism,127,0,0,127,122,5
potential_flow,26,0,0,26,25,1
temperature,193,0,0,193,193,0
gamelan,18,0,0,18,18,0
moab,27,0,0,27,27,0
esau,8,0,0,8,8,0
folic_acid,60,6,0,54,58,2
revolver_(beatles_album),8,0,0,8,8,0
verdun,132,0,109,23,132,0
ecuador,35,0,0,35,35,0
physiocracy,5,0,0,5,5,0
canossa,62,0,46,16,62,0
adonis,42,0,0,42,42,0
everglades,22,0,0,22,22,0
jack_kerouac,241,3,76,162,231,10
the_unvanquished,2,2,0,0,2,0
giovanni_schiaparelli,3,0,0,3,3,0
pi_backbonding,3,0,0,3,2,1
mother_courage_and_her_children,2,2,0,0,2,0
lake_titicaca,10,0,0,10,10,0
anna_o,1,0,0,1,0,1
benjamin_disraeli,512,0,199,313,501,11
dalai_lama,3,0,0,3,3,0
phagocyte,108,0,0,108,108,0
mesoderm,18,0,0,18,18,0
young_british_artists,2,0,0,2,2,0
freakonomics,4,0,0,4,4,0
catherine_the_great,3,3,0,0,3,0
the_merchant_of_venice,237,2,102,133,231,6
smallpox,32,0,0,32,32,0
ralph_ellison,161,4,114,43,157,4
the_agnew_clinic,1,0,0,1,1,0
polycyclic_aromatic_hydrocarbon,9,0,0,9,9,0
catch-22,5,0,0,5,5,0
james_monroe,307,4,138,165,294,13
kenzaburo_oe,279,0,247,32,274,5
charles_lamb,207,0,134,73,197,10
lamb_shift,10,0,0,10,8,2
fresco,2,0,0,2,2,0
yukon_river,6,0,0,6,5,1
alan_paton,4,4,0,0,4,0
soliton,18,0,0,18,18,0
polyethylene,20,0,0,20,20,0
kangchenjunga,2,0,0,2,2,0
artemis,625,0,164,461,625,0
radio_telescope,6,0,0,6,6,0
amerigo_vespucci,149,0,103,46,145,4
amphibian,93,0,0,93,93,0
chola_dynasty,46,0,0,46,45,1
claudius,249,0,168,81,249,0
ben_shahn,2,0,0,2,2,0
kosovo,3,0,0,3,3,0
t_happen_here,7,7,0,0,6,1
the_spire,3,3,0,0,2,1
john_peter_altgeld,2,2,0,0,2,0
wilkie_collins,4,4,0,0,4,0
louis_de_broglie,25,0,0,25,25,0
great_northern_war,311,0,155,156,299,12
moses,356,0,0,356,356,0
michael_faraday,20,0,0,20,20,0
augusto_pinochet,3,3,0,0,3,0
hiv,146,0,56,90,146,0
nikolai_gogol,318,0,149,169,303,15
cd4,3,0,0,3,3,0
fidel_castro,373,1,88,284,357,16
war_and_peace,612,0,121,491,592,20
compiler,3,0,0,3,3,0
sierra_leone,12,0,0,12,12,0
huntington's_disease,71,0,0,71,71,0
the_crying_of_lot_,14,1,10,3,1,13
barr_body,2,0,0,2,2,0
raman_spectroscopy,64,0,0,64,62,2
the_comedy_of_errors,106,0,48,58,99,7
margaret_mead,141,4,84,53,136,5
upton_sinclair,242,1,122,119,232,10
a_theory_of_justice,104,1,69,34,97,7
the_death_of_general_wolfe,3,0,0,3,3,0
philip_ii_of_spain,2,2,0,0,2,0
alcubierre_drive,6,0,0,6,5,1
gertrude_stein,392,3,181,208,381,11
orisha,6,0,0,6,6,0
heinrich_schliemann,125,0,102,23,121,4
vedanta,26,0,0,26,26,0
yukio_mishima,291,2,183,106,277,14
trinucleotide_repeat_disorder,22,0,0,22,21,1
haile_selassie,285,0,84,201,276,9
against_the_sophists,5,0,0,5,5,0
attention,57,0,0,57,57,0
george_fox,3,3,0,0,3,0
inertia,45,0,0,45,45,0
claisen_rearrangement,51,0,39,12,50,1
habeas_corpus,12,5,0,7,12,0
constructivism_(art),4,0,0,4,4,0
g_protein-coupled_receptor,138,0,0,138,138,0
amesha_spenta,12,0,0,12,12,0
nicomachean_ethics,109,0,0,109,106,3
"annunciation_(van_eyck,_washington)",2,0,0,2,2,0
emmanuel_levinas,7,0,0,7,7,0
it_can,7,7,0,0,6,1
antoine_watteau,1,0,0,1,1,0
major_major_major_major,4,4,0,0,4,0
tiamat,90,0,0,90,90,0
wallace_stevens,139,0,39,100,132,7
java,36,0,0,36,36,0
the_trial,298,14,183,101,285,13
androstenedione,6,0,0,6,6,0
william_holman_hunt,1,0,0,1,0,1
kinetic_theory,65,2,0,63,65,0
francis_ysidro_edgeworth,7,0,0,7,7,0
ernst_gombrich,8,0,0,8,6,2
maser,9,0,0,9,9,0
algeria,12,0,0,12,12,0
the_power_and_the_glory,2,2,0,0,2,0
john_tyler,495,1,140,354,477,18
vienna_circle,10,0,0,10,10,0
demand,17,0,0,17,17,0
olympus_mons,8,0,0,8,8,0
gilbert_ryle,130,0,122,8,124,6
ahab,113,0,104,9,113,0
george_herbert_mead,43,0,0,43,40,3
vlasov_equation,6,0,0,6,6,0
douro,7,0,0,7,7,0
classical_conditioning,33,0,0,33,31,2
styx,1,0,0,1,1,0
dublin,5,0,0,5,5,0
zeeman_effect,192,0,135,57,185,7
mach_number,18,0,0,18,18,0
austrian_school,84,1,0,83,79,5
nelson_rockefeller,2,2,0,0,2,0
"the_general_theory_of_employment,_interest_and_money",35,0,0,35,35,0
war_of_the_pacific,223,2,101,120,213,10
robert_andrews_millikan,26,0,0,26,23,3
boltzmann_equation,69,0,0,69,69,0
monticello,5,0,0,5,5,0
benjamin_henry_latrobe,2,0,0,2,2,0
saccharomyces_cerevisiae,27,0,0,27,25,2
the_name_of_the_rose,2,2,0,0,2,0
avicenna,111,0,0,111,111,0
blood_meridian,3,3,0,0,3,0
nullarbor_plain,3,0,0,3,3,0
a_streetcar_named_desire_,2,0,2,0,0,2
lohengrin_(opera),5,0,0,5,5,0
murasaki_shikibu,1,1,0,0,1,0
lake_victoria,20,0,0,20,20,0
paul_hindemith,1,1,0,0,1,0
francisco_vasquez_de_coronado,60,0,29,31,59,1
don_delillo,9,0,0,9,9,0
pollen,20,0,0,20,20,0
a_good_man_is_hard_to_find_(short_story),144,0,85,59,144,0
endoplasmic_reticulum,166,4,130,32,160,6
jared_diamond,5,0,0,5,4,1
glueball,5,0,0,5,5,0
symphony_no._3_(mahler),2,0,0,2,2,0
saul_kripke,20,0,0,20,17,3
omphale,37,0,0,37,37,0
moses_mendelssohn,32,0,0,32,31,1
sufism,95,0,0,95,95,0
alpha_helix,55,0,0,55,53,2
hiroshima_mon_amour,1,0,0,1,1,0
the_snow_maiden,2,0,0,2,2,0
gunter_grass,149,0,53,96,146,3
intentionality,4,0,0,4,4,0
cosmological_constant,111,2,72,37,108,3
geography_of_tanzania,9,0,0,9,8,1
josiah_willard_gibbs,87,0,0,87,83,4
clitic,2,0,0,2,2,0
lake_ontario,17,0,0,17,17,0
jun'ichiro_tanizaki,479,0,157,322,479,0
jane_eyre_(character),176,0,84,92,176,0
the_pilgrim's_progress,44,0,0,44,44,0
hecuba,28,0,0,28,28,0
adolf_hitler,455,1,128,326,431,24
percy_bysshe_shelley,448,4,53,391,434,14
john_field_(composer),1,0,0,1,1,0
nairobi,17,0,0,17,17,0
yellow_submarine_(film),5,0,0,5,5,0
isaac_bashevis_singer,216,0,143,73,209,7
amniocentesis,13,0,0,13,13,0
martin_eden,6,6,0,0,6,0
snake_handling,1,0,0,1,1,0
pascal's_wager,18,0,0,18,18,0
charles_stewart_parnell,321,2,238,81,312,9
stockholm_syndrome,4,0,0,4,4,0
phenolphthalein,5,0,0,5,5,0
henri_bergson,323,0,126,197,312,11
we_are_the_night_,1,0,0,1,0,1
jonathan_swift,279,0,145,134,262,17
symphony_no._4_(mahler),2,0,0,2,2,0
osmium,43,0,0,43,43,0
tennessee_river,4,4,0,0,4,0
atlantic_charter,100,0,87,13,94,6
boltzmann_constant,35,0,0,35,35,0
il_trovatore,7,0,0,7,6,1
mount_shasta,2,0,0,2,2,0
benedict_arnold,267,0,90,177,259,8
glaucoma,34,0,0,34,34,0
western_sahara,2,0,0,2,2,0
lambda_calculus,10,0,0,10,10,0
gujarat,37,0,0,37,37,0
popol_vuh,2,0,0,2,2,0
rufus_king,3,3,0,0,3,0
david_lewis_,2,0,0,2,0,2
umberto_eco,205,0,127,78,198,7
mitosis,45,0,0,45,45,0
herbert_hoover,443,5,118,320,424,19
laws_of_thermodynamics,14,0,0,14,14,0
madagascar,27,0,0,27,27,0
emitting_diode,3,0,0,3,0,3
democratic_republic_of_the_congo,1,1,0,0,1,0
gamal_abdel_nasser,364,1,149,214,348,16
j._m._w._turner,6,0,0,6,6,0
capacitance,117,0,68,49,117,0
john_steinbeck,469,2,173,294,453,16
albumin,6,0,0,6,6,0
vienna,3,0,0,3,3,0
ferdinand_de_saussure,78,0,59,19,77,1
kingdom_of_kandy,3,3,0,0,3,0
beriberi,11,0,0,11,11,0
potassium,65,0,0,65,65,0
thomas_pynchon,452,3,108,341,426,26
santeria,165,0,165,0,165,0
passover_seder,76,0,0,76,74,2
matthew_arnold,37,5,0,32,35,2
price_equation,8,0,0,8,8,0
penguin,6,0,0,6,6,0
francium,19,0,0,19,19,0
point_reyes,6,0,0,6,5,1
lennard-jones_potential,1,0,0,1,1,0
guyana,8,0,0,8,8,0
plotinus,25,0,0,25,25,0
trobriand_islands,32,1,0,31,31,1
peter_grimes,5,0,0,5,5,0
rna_polymerase,14,0,0,14,12,2
richard_rogers,1,0,0,1,1,0
epstein-barr_virus,63,0,63,0,63,0
alfred_l._kroeber,11,0,0,11,11,0
rosencrantz_and_guildenstern_are_dead,4,0,0,4,4,0
aaa_proteins,22,0,0,22,22,0
battle_of_the_bulge,154,0,44,110,148,6
queequeg,150,0,135,15,150,0
medina,31,0,0,31,31,0
silas_marner,253,1,185,67,238,15
fluorescence,73,0,0,73,73,0
guru_nanak,126,1,92,33,126,0
thomas_nagel,41,0,0,41,40,1
thomas_robert_malthus,15,0,0,15,13,2
bonus_army,146,0,125,21,140,6
zebulon_pike,160,0,115,45,156,4
karma,41,0,0,41,41,0
the_protestant_ethic_and_the_spirit_of_capitalism,195,2,156,37,185,10
the_red_badge_of_courage,378,2,202,174,366,12
un_chien_andalou,5,0,0,5,5,0
lysosome,145,0,116,29,145,0
book_of_jeremiah,12,0,0,12,10,2
torii,7,0,0,7,7,0
triptych_of_the_temptation_of_st._anthony,1,0,0,1,1,0
kurtosis,4,0,0,4,4,0
shanghai,12,0,0,12,12,0
theo_van_doesburg,4,0,0,4,4,0
hinduism,210,0,0,210,210,0
the_phoenix_and_the_turtle,1,1,0,0,1,0
athanasius_of_alexandria,38,0,0,38,38,0
surfactant,13,0,0,13,13,0
augustus_saint-gaudens,3,0,0,3,3,0
death_in_venice,227,3,130,94,218,9
glutamic_acid,58,5,0,53,55,3
systemic_lupus_erythematosus,108,0,0,108,105,3
artery,17,0,0,17,17,0
gnosticism,147,0,0,147,147,0
theodore_roosevelt,3,3,0,0,3,0
dover_beach,79,1,56,22,77,2
materialism,31,0,0,31,31,0
kaddish,11,0,0,11,11,0
death_and_the_maiden_(film),1,0,0,1,1,0
christian_science,100,2,0,98,98,2
euphrates,23,0,0,23,23,0
the_anatomy_lesson_of_dr._nicolaes_tulp,2,0,0,2,2,0
ellesmere_island,3,0,0,3,3,0
geography_of_bulgaria,28,0,0,28,27,1
the_handmaid,5,3,0,2,2,3
acid,34,0,0,34,34,0
robie_house,5,0,0,5,5,0
david_bohm,14,0,0,14,14,0
carthage,224,0,170,54,224,0
angular_momentum,253,25,153,75,247,6
somatostatin,7,0,0,7,7,0
alexander_nevsky,4,4,0,0,3,1
paul_dukas,2,0,0,2,2,0
pyruvic_acid,19,0,0,19,18,1
kangaroo,15,0,0,15,15,0
myosin,34,0,0,34,34,0
main_(river),1,0,0,1,1,0
mily_balakirev,6,0,0,6,6,0
ukraine,10,0,0,10,10,0
jane_eyre_,7,0,3,4,0,7
aardvark,25,0,16,9,25,0
dutch_east_india_company,2,2,0,0,2,0
cistercians,9,0,0,9,9,0
she_stoops_to_conquer,205,2,121,82,199,6
black_holes,4,4,0,0,4,0
el_amor_brujo,2,0,0,2,2,0
doxology,12,0,0,12,12,0
volt,1,0,0,1,1,0
sinclair_lewis,279,0,127,152,265,14
evelyn_waugh,421,0,106,315,397,24
battle_of_culloden,213,0,98,115,208,5
pentecost,178,0,91,87,178,0
creon,17,0,0,17,17,0
psoriasis,51,0,0,51,51,0
j._j._thomson,11,0,0,11,11,0
penis,42,0,0,42,42,0
julius_caesar,6,6,0,0,6,0
petrarch,177,0,129,48,177,0
the_mikado,7,0,0,7,7,0
madame_bovary,382,5,137,240,372,10
alcohol_dehydrogenase,34,0,0,34,32,2
pleiades_(greek_mythology),9,0,0,9,9,0
marginal_utility,31,0,0,31,28,3
elegy_written_in_a_country_churchyard,311,2,94,215,301,10
apollo_11,5,0,0,5,5,0
mycenae,231,0,0,231,231,0
quantum_hall_effect,147,0,127,20,142,5
triptychs_by_francis_bacon,1,0,0,1,1,0
carl_ditters_von_dittersdorf,1,0,0,1,1,0
arles,2,0,0,2,2,0
shamash,12,0,0,12,12,0
nestorianism,98,0,95,3,98,0
hagia_sophia,28,0,0,28,28,0
epistasis,8,0,0,8,8,0
carmina_burana_(orff),1,0,0,1,1,0
jay_treaty,83,0,64,19,81,2
nabucco,8,0,0,8,8,0
samuel_chase,5,5,0,0,5,0
clovis_culture,5,0,0,5,5,0
cno_cycle,5,0,0,5,5,0
uranus_(mythology),29,0,0,29,29,0
menno_simons,2,0,0,2,2,0
balder_(comics),52,0,0,52,52,0
eritrea,9,0,0,9,9,0
mark_rothko,19,0,0,19,18,1
manganese,31,0,0,31,31,0
robert_browning,346,6,134,206,335,11
doping_(semiconductor),21,0,0,21,21,0
muzafer_sherif,7,0,0,7,7,0
camillo_golgi,55,0,54,1,52,3
jack_kemp,3,3,0,0,3,0
thornton_wilder,218,0,140,78,209,9
penning_trap,11,0,0,11,11,0
linguistics,64,0,0,64,64,0
western_australia,12,0,0,12,12,0
jean-philippe_rameau,2,0,0,2,2,0
brown_v,1,1,0,0,1,0
turban,20,0,0,20,20,0
hopi_language,5,0,0,5,5,0
agnes_de_mille,1,0,0,1,1,0
james_tobin,24,0,0,24,24,0
interstellar_medium,16,0,0,16,16,0
louis_antoine_de_bougainville,2,0,0,2,2,0
graviton,14,0,0,14,14,0
antonio_salieri,7,0,0,7,7,0
either/or,222,0,83,139,222,0
battle_of_leyte_gulf,96,0,40,56,92,4
lepton,67,0,0,67,67,0
mjolnir_(comics),35,0,0,35,35,0
anterograde_amnesia,13,0,0,13,13,0
multiple_realizability,2,0,0,2,2,0
myelin,11,0,0,11,11,0
phloem,117,0,88,29,117,0
four_saints_in_three_acts,1,0,0,1,1,0
hall_effect,204,0,124,80,200,4
khmer_empire,173,0,111,62,163,10
john_greenleaf_whittier,6,6,0,0,6,0
phenylketonuria,23,0,0,23,23,0
lutheranism,75,0,0,75,75,0
teapot_dome_scandal,171,0,144,27,165,6
chinua_achebe,670,5,158,507,645,25
asclepius,30,0,0,30,30,0
lorraine_hansberry,184,3,117,64,177,7
weak_gravitational_lensing,23,0,0,23,23,0
horace,281,0,165,116,281,0
winter_palace,21,3,0,18,21,0
kurt_lewin,33,0,0,33,33,0
novum_organum,28,0,0,28,28,0
iron_law_of_wages,2,0,0,2,2,0
doomsday_(comics),62,0,0,62,62,0
photorespiration,42,0,0,42,42,0
munster,3,0,0,3,3,0
tokamak,6,0,0,6,6,0
ignaz_semmelweis,14,0,0,14,12,2
edmund_husserl,206,0,97,109,196,10
albert_bandura,139,0,106,33,134,5
graves'_disease,28,0,0,28,28,0
a_passage_to_india,283,0,188,95,278,5
nicolaus_copernicus,40,0,0,40,39,1
zipacna,2,0,0,2,2,0
george_stigler,3,0,0,3,3,0
australopithecus_afarensis,9,0,0,9,9,0
prayer_for_the_dead,50,0,0,50,49,1
transistor,35,0,0,35,35,0
transubstantiation,167,0,144,23,167,0
battle_of_plassey,237,3,153,81,233,4
jane_austen,447,8,189,250,433,14
bismuth,26,0,0,26,26,0
william_labov,2,0,0,2,2,0
florida_keys,10,0,0,10,9,1
thixotropy,2,0,0,2,2,0
dynamo,2,0,0,2,2,0
gaius_marius,107,0,37,70,101,6
reaction_rates,2,2,0,0,2,0
gao_xingjian,313,0,272,41,300,13
magdalena_river,2,2,0,0,2,0
cassiopeia_(constellation),9,0,0,9,9,0
jean_baudrillard,35,0,0,35,34,1
holy_trinity_(masaccio),2,0,0,2,2,0
thomism,113,0,0,113,113,0
john_t._scopes,59,0,44,15,59,0
x-ray_computed_tomography,40,0,0,40,40,0
eskimo_words_for_snow,3,0,0,3,3,0
bone_morphogenetic_protein_4,68,0,0,68,68,0
julius_martov,1,1,0,0,0,1
dmitri_shostakovich,16,0,0,16,15,1
lagrangian_point,17,0,0,17,17,0
on_the_road,318,0,115,203,309,9
neutrophil_granulocyte,20,0,0,20,20,0
a_perfect_day_for_bananafish,2,2,0,0,2,0
nucleotide,27,0,0,27,27,0
adolphe_thiers,2,2,0,0,2,0
monopolistic_competition,5,0,0,5,5,0
welfare_economics,28,4,0,24,27,1
leonids,6,0,0,6,6,0
war_requiem,3,0,0,3,3,0
palm_sunday,28,0,0,28,28,0
george_gershwin,5,0,0,5,5,0
of_human_bondage,6,6,0,0,6,0
billy_budd,191,0,108,83,183,8
the_day_he_himself_shall_wipe_my_tears_away,4,4,0,0,4,0
the_little_foxes,201,0,160,41,192,9
senegal,5,0,0,5,5,0
the_crying_of_lot_49,209,0,159,50,209,0
book_of_esther,239,0,198,41,237,2
pastoral,43,0,0,43,43,0
lake_superior,23,0,0,23,23,0
hyman_minsky,11,0,0,11,11,0
sacramento_river,44,0,0,44,43,1
karl_marx,224,7,65,152,213,11
helios,50,0,0,50,50,0
bryozoa,41,0,0,41,41,0
clever_hans,3,0,0,3,3,0
amartya_sen,29,3,0,26,28,1
yuan_dynasty,345,4,186,155,329,16
precession,161,0,128,33,161,0
st._peter's_basilica,24,0,0,24,24,0
battle_of_salamanca,2,2,0,0,2,0
leviathan,9,0,0,9,9,0
developmental_biology,21,0,0,21,21,0
activating_protein_kinase,2,2,0,0,2,0
enlil,168,0,143,25,168,0
blastula,10,0,0,10,10,0
eusociality,7,0,0,7,7,0
aleutian_islands,7,2,0,5,7,0
thomas_paine,307,0,132,175,295,12
bacteriophage,63,0,31,32,63,0
work_(thermodynamics),93,0,0,93,93,0
degenerate_art,8,0,0,8,8,0
ignatius_of_antioch,1,0,0,1,1,0
music_of_pyotr_ilyich_tchaikovsky,4,0,0,4,4,0
stone_mountain,3,3,0,0,3,0
acne_vulgaris,11,0,0,11,9,2
sickle-cell_disease,42,0,0,42,42,0
nuclear_transport,9,0,0,9,9,0
whale_shark,4,0,0,4,3,1
arches_national_park,3,0,0,3,3,0
glacier_national_park_(u.s.),13,0,0,13,13,0
gian_lorenzo_bernini,3,0,0,3,2,1
addison's_disease,16,0,0,16,16,0
coyote,31,0,0,31,31,0
sherman_antitrust_act,123,1,101,21,120,3
byzantine_empire,656,3,214,439,624,32
medici_cycle,2,0,0,2,0,2
antioxidant,168,0,0,168,168,0
gauge_theory,122,0,0,122,120,2
blank_verse,2,2,0,0,2,0
potassium_channel,12,0,0,12,12,0
francisco_franco,413,1,233,179,399,14
phase_space,28,5,0,23,27,1
gross_national_happiness,6,0,0,6,6,0
klezmer,4,0,0,4,4,0
liverpool,11,0,0,11,11,0
nickel,94,0,54,40,94,0
william_james,298,5,194,99,287,11
federated_states_of_micronesia,7,0,0,7,7,0
daniel_kahneman,7,0,0,7,7,0
egyptian_hieroglyphs,10,0,0,10,10,0
bipolar_disorder,42,0,0,42,41,1
vanilla,17,0,0,17,17,0
zagros_mountains,1,0,0,1,1,0
quietism_(christian_philosophy),10,0,0,10,10,0
mannerheim_line,1,0,0,1,1,0
creusa,22,0,0,22,22,0
human_actions,3,3,0,0,3,0
konrad_adenauer,330,0,106,224,311,19
s_magnetic_field,3,0,0,3,0,3
the_iceman_cometh,308,4,242,62,297,11
alfred_marshall,107,0,69,38,104,3
triangle_shirtwaist_factory_fire,133,0,120,13,129,4
ribosome,111,0,55,56,111,0
peloponnese,6,0,0,6,6,0
buddhism,118,0,0,118,118,0
guru_arjan,15,0,0,15,15,0
samson,55,0,0,55,55,0
hyksos,177,0,124,53,177,0
parthenon,67,0,0,67,67,0
shavuot,178,0,115,63,178,0
gluconeogenesis,44,0,0,44,44,0
the_antichrist_,2,0,0,2,0,2
lernaean_hydra,16,0,0,16,15,1
marquesas_islands,10,0,0,10,9,1
james_clark_ross,1,0,0,1,1,0
salic_law,1,1,0,0,0,1
john_rawls,116,2,73,41,111,5
mannich_reaction,15,0,0,15,15,0
carbon_nanotube,145,0,0,145,139,6
irving_fisher,47,8,0,39,46,1
platt_amendment,70,0,43,27,69,1
timbre,3,0,0,3,3,0
"ducal_palace,_mantua",1,0,0,1,1,0
perseus,310,0,72,238,310,0
s_people,9,0,4,5,0,9
power_(physics),100,0,91,9,100,0
dred_scott,4,4,0,0,4,0
germanium,39,0,0,39,39,0
shikoku,3,0,0,3,3,0
alfred_north_whitehead,181,0,0,181,169,12
fresnel_diffraction,11,0,0,11,10,1
isaiah_berlin,14,0,0,14,14,0
heart_sutra,18,0,0,18,17,1
north_carolina,3,3,0,0,3,0
sanskrit,29,0,0,29,29,0
nation_of_islam,47,0,0,47,46,1
ashurbanipal,39,0,0,39,39,0
samuel_taylor_coleridge,370,6,160,204,356,14
alexander_graham_bell,36,0,0,36,32,4
rajasthan,34,0,0,34,34,0
umbilical_cord,53,7,0,46,52,1
gary_gilmore,2,2,0,0,2,0
five_pillars_of_islam,9,0,0,9,8,1
treaty_of_guadalupe_hidalgo,3,3,0,0,2,1
miami,17,0,0,17,17,0
amur_river,11,0,0,11,11,0
treaty_of_san_stefano,4,4,0,0,4,0
a_farewell_to_arms,142,2,91,49,140,2
battle_of_austerlitz,199,0,125,74,188,11
"va,_pensiero",1,0,0,1,1,0
o_pioneers!,233,0,149,84,233,0
econometrics,32,0,0,32,32,0
indole,19,0,0,19,19,0
leah,3,0,0,3,3,0
john_brown_,13,0,6,7,0,13
stockholm,5,0,0,5,5,0
friedrich_nietzsche,420,2,150,268,405,15
congress_of_vienna,201,0,145,56,188,13
tikal,55,0,0,55,55,0
testosterone,70,0,0,70,70,0
column,8,0,0,8,8,0
hammett_equation,21,0,0,21,19,2
corpus_christi_(feast),11,0,0,11,11,0
futurism,9,0,0,9,9,0
weakly_interacting_massive_particles,32,0,0,32,32,0
stereotype_threat,28,0,0,28,28,0
sadducees,8,0,0,8,8,0
christiaan_barnard,2,0,0,2,1,1
the_jew_of_malta,2,2,0,0,2,0
sui_dynasty,8,3,0,5,8,0
point_mutation,69,0,0,69,69,0
speciation,9,0,0,9,9,0
amylase,5,0,0,5,5,0
arthur_evans,49,0,0,49,48,1
nazca_culture,12,0,0,12,12,0
winterreise,1,0,0,1,1,0
brave_new_world,394,2,180,212,373,21
